Seed,Score,Oops,BlueprintBrainstorm,InvisibleJoker,Hack,Fibonacci,8Ball,Negative
6A2NHE7R,13,3,0,0,2,1,1,1
6A4LP449,10,1,1,0,2,1,1,0
6A7QA4WN,11,3,0,0,1,1,1,1
6A3SBB87,10,1,1,0,2,1,1,0
6A89CYNR,10,1,0,0,2,1,1,0
6A8NC6IE,10,1,0,0,2,1,1,0
6A46VT9N,10,2,1,0,1,1,1,0
6A6YJIUQ,10,1,1,0,2,1,1,0
6A5GCRWY,11,3,0,0,1,1,1,1
6A714M1F,10,2,0,0,2,1,1,0
6A2A6BSN,10,1,0,0,3,1,1,0
6A5YY3FX,10,2,1,0,1,1,1,0
6A8E1F5U,10,2,0,0,2,1,1,0
6A7GU2CU,10,2,0,0,1,1,1,0
6A4K1VG8,12,2,2,0,1,1,1,0
6A5MCE1X,10,1,1,0,2,1,1,0
6A8Q3B1H,10,1,1,0,2,1,1,0
6A4CEEA8,10,2,0,0,2,1,1,0
6A4CYFAH,10,1,1,0,1,1,1,0
6A6SRTAT,10,1,1,0,2,1,1,0
6A9BDXIK,10,1,0,0,2,1,1,0
6A3THOOF,10,2,0,0,1,1,1,0
6A5VSSEB,12,2,1,0,1,1,1,0
6A4DM85D,10,2,1,0,1,1,1,0
6A6AIS61,10,3,0,0,1,1,1,0
6A5UGKF4,11,1,1,0,2,1,1,1
6A4LUXGF,10,1,1,0,2,1,1,0
6A8LPDZR,12,1,2,0,1,1,1,1
6A6CSAYQ,10,1,1,0,1,1,1,0
6AAX35T3,10,2,1,0,1,1,1,0
6A5M97V3,10,2,1,0,1,1,1,0
6A6C5HBF,10,1,1,0,1,1,1,0
6A66DM1C,10,2,1,0,1,1,1,0
6AAXRLSJ,10,2,0,0,2,1,1,0
6A6MHNIF,10,3,0,0,1,1,1,0
6A5R2GFL,10,2,0,0,1,1,1,0
6A7OP78W,12,2,2,0,1,1,1,0
6AC3IKWN,11,1,1,0,2,1,1,1
6A5USPX4,11,2,0,0,2,1,1,1
6A719AIY,10,2,0,0,2,1,1,0
6A63X4K1,11,3,0,0,1,1,1,0
6A6FPQEP,11,2,1,0,1,1,1,0
6A4ND8IS,11,1,0,0,3,1,1,0
6A4JQ7YH,10,2,0,0,2,1,1,0
6A5AJNHG,10,1,1,0,2,1,1,0
6A5X4X9K,12,2,1,0,1,1,1,1
6A8VVO4B,10,1,2,0,1,1,1,0
6A7MCM9O,10,1,1,0,2,1,1,0
6A3ZWB32,10,1,1,0,1,1,1,0
6A6HN55G,11,2,1,0,1,1,1,1
6A5NQ9W2,10,1,2,0,1,1,1,0
6A3X9BL2,12,2,1,0,2,1,1,0
6A64YUXO,10,1,1,0,1,1,1,0
6A8WKZ83,10,1,1,0,1,1,1,0
6A7ZM7PQ,11,2,0,0,1,1,1,1
6A8KVIHG,10,1,1,0,2,1,1,0
6A8KYL97,10,3,0,0,1,1,1,0
6A5QP8ZD,10,2,1,0,1,1,1,0
6A6O2OQY,10,2,0,0,2,1,1,0
6A7OYD6S,10,1,1,0,2,1,1,0
6A4ZR1Z4,11,1,0,0,3,1,1,1
6A4AN82R,10,1,1,0,2,1,1,0
6A6CWTAV,10,2,0,0,2,1,1,0
6A2Z8M46,10,1,1,0,2,1,1,0
6A89NH7K,10,1,2,0,1,1,1,0
6ABFMMBT,11,1,1,0,2,1,1,0
6A8UBQ7N,11,1,0,0,3,1,1,1
6A6A8ARS,12,2,0,0,2,1,1,1
6A5DOKKI,10,1,1,0,2,1,1,0
6A5NXUKD,12,1,1,0,2,1,1,0
6A8DMKFQ,12,1,1,0,2,1,1,1
6A6Y5VCE,10,1,2,0,1,1,1,0
6A76A56Q,11,3,0,0,1,1,1,0
6AAU5LPG,10,1,0,0,3,1,1,0
6A54UPUV,10,1,1,0,2,1,1,0
6A5MCDBS,10,1,0,0,2,1,1,0
6A6LMC1A,10,1,1,0,2,1,1,0
6A2KN23J,11,2,0,0,1,1,1,1
6A5EILCV,10,1,1,0,1,1,1,0
6AA217B1,11,1,1,0,1,1,1,1
6AAQ9OYL,10,2,1,0,1,1,1,0
6A655V7Z,10,2,1,0,1,1,1,0
6A5N34X4,11,1,1,0,1,1,1,0
6A5E9I4M,10,1,2,0,1,1,1,0
6A6IK1VB,11,1,1,0,2,1,1,1
6A5MDVSF,12,2,1,0,1,1,1,0
6A48DMDK,10,1,1,0,2,1,1,0
6A7XV6XL,10,2,0,0,2,1,1,0
6A6SWKDJ,11,1,2,0,1,1,1,1
6A8S6SU1,10,1,1,0,1,1,1,0
6A7U7PRG,10,1,0,0,2,1,1,0
6A746OQ7,10,2,0,0,2,1,1,0
6ABZL1PU,10,2,0,0,2,1,1,0
6A6E8XS6,10,1,0,0,2,1,1,0
6A82D8CX,12,2,1,0,2,1,1,0
6A6NEWID,10,2,1,0,1,1,1,0
6A8D8V39,10,1,1,0,1,1,1,0
6A7PWSDA,10,2,0,0,2,1,1,0
6A5XILSJ,12,1,2,0,1,1,1,0
6A77MC4A,10,2,1,0,1,1,1,0
6A9FBJRN,10,2,0,0,1,1,1,0
6A5UGIZ8,10,1,2,0,1,1,1,0
6A61TRMU,10,1,1,0,2,1,1,0
6A6DVMX4,13,1,1,0,1,1,1,2
6A9EG6BN,11,1,1,0,1,1,1,1
6A9WBERU,10,2,1,0,1,1,1,0
6A5K4CX4,10,1,1,0,2,1,1,0
6A9HEWPY,10,1,1,0,2,1,1,0
6A8AG5HW,10,1,2,0,1,1,1,0
6A5CMTQP,10,3,0,0,1,1,1,0
6A8QW97V,10,3,0,0,1,1,1,0
6A7EQIJA,10,3,0,0,1,1,1,0
6A55LQ9N,10,2,0,0,2,1,1,0
6A59PJ6B,10,1,1,0,2,1,1,0
6A6EL34N,10,2,1,0,1,1,1,0
6A57QVIY,11,1,2,0,1,1,1,1
6A9O5EKY,10,3,0,0,1,1,1,0
6A5PWKFL,10,2,0,0,2,1,1,0
6AC5FNWN,11,1,1,0,1,1,1,1
6A6XPJFT,11,1,1,0,2,1,1,1
6A7J5U4G,10,1,0,0,3,1,1,0
6A6IILTT,11,1,1,0,2,1,1,1
6A6UQQAO,10,1,1,0,1,1,1,0
6A95YNSE,10,2,1,0,1,1,1,0
6A9O8GDX,10,1,1,0,1,1,1,0
6AA6CPK7,11,1,1,0,2,1,1,1
6AB5PN65,10,2,1,0,1,1,1,0
6A7JXEE6,12,1,1,0,2,1,1,0
6A6X14KO,14,2,3,0,1,1,1,0
6A59NVMY,10,1,1,0,1,1,1,0
6A5E38AL,12,1,1,0,2,1,1,1
6A7ULGQF,10,1,2,0,1,1,1,0
6A4DG1W4,11,3,0,0,1,1,1,1
6A6GJXNH,10,1,1,0,2,1,1,0
6A6GRL8V,10,2,0,0,2,1,1,0
6A5K5S9U,13,3,1,0,1,1,1,1
6A5IA5LA,10,1,2,0,1,1,1,0
6A7KDQAO,11,1,0,0,2,1,1,0
6A8YDMEU,10,1,1,0,2,1,1,0
6A8HHCHK,10,2,0,0,2,1,1,0
6A5WDNO5,10,2,0,0,2,1,1,0
6A66358X,10,1,0,0,2,1,1,0
6A4X11I8,10,1,1,0,2,1,1,0
6A6766L1,10,1,2,0,1,1,1,0
6A6LHN84,10,1,1,0,2,1,1,0
6A5H2GSE,10,1,0,0,2,1,1,0
6A5EZKLF,10,1,1,0,1,1,1,0
6A7U64SM,10,2,1,0,1,1,1,0
6AC5LS1V,11,3,0,0,1,1,1,1
6A78GESP,10,1,2,0,1,1,1,0
6A6O154T,10,1,2,0,1,1,1,0
6A5F553H,10,1,2,0,1,1,1,0
6A6QIANC,11,1,1,0,2,1,1,1
6A6VS9BX,10,1,1,0,1,1,1,0
6A7HU36C,10,2,0,0,2,1,1,0
6A7EY34U,10,2,0,0,1,1,1,0
6A5PCPLW,11,1,1,0,2,1,1,1
6A9KWD8K,11,2,0,0,1,1,1,1
6AA4K5HH,11,1,2,0,1,1,1,1
6A6OVPS5,10,3,0,0,1,1,1,0
6A6CNWW8,10,1,2,0,1,1,1,0
6A6UFVWS,12,1,2,0,1,1,1,0
6A6BSDKX,12,2,2,0,1,1,1,0
6A9T7L35,10,2,1,0,1,1,1,0
6A5IJA4F,10,1,1,0,1,1,1,0
6A5K179C,11,2,0,0,2,1,1,1
6A8QRWQN,11,2,1,0,1,1,1,1
6A6NG7VQ,12,2,2,0,1,1,1,0
6A8F9DX7,10,2,0,0,2,1,1,0
6AAC1CYL,12,1,3,0,1,1,1,0
6A8M5PYB,12,2,2,0,1,1,1,0
6AA4UNXH,10,2,0,0,2,1,1,0
6A8ZH1NS,12,2,1,0,1,1,1,0
6A9ZD5IR,10,2,1,0,1,1,1,0
6A8ZFA2E,10,1,1,0,2,1,1,0
6A6TQIHF,12,3,1,0,1,1,1,0
6ABPF1CL,13,1,2,0,1,1,1,1
6A5QJ6G8,10,2,1,0,1,1,1,0
6AA3W169,13,2,2,0,1,1,1,1
6A5SETOG,10,3,0,0,1,1,1,0
6A7A2TIO,12,3,0,0,2,1,1,0
6A6PRI5W,10,2,1,0,1,1,1,0
6A8LBUC5,10,1,2,0,1,1,1,0
6A9EEM2Y,11,1,2,0,1,1,1,0
6A9J7KSC,10,1,0,0,2,1,1,0
6ADEDFU2,10,2,1,0,1,1,1,0
6A3I87LF,10,1,1,0,2,1,1,0
6A7Y882T,11,1,1,0,1,1,1,1
6A6FC123,11,3,0,0,1,1,1,1
6A6YO3Z8,13,2,0,0,2,1,1,2
6A8P9F8W,10,1,1,0,2,1,1,0
6A5XT4QQ,11,1,2,0,1,1,1,0
6AAB5THX,10,1,0,0,2,1,1,0
6A9BROPQ,10,1,1,0,2,1,1,0
6A6UFSDT,10,3,0,0,1,1,1,0
6A6LM21Y,10,1,1,0,1,1,1,0
6A7GG1JX,10,1,1,0,1,1,1,0
6A7BDYU8,10,2,1,0,1,1,1,0
6A75EH7I,11,1,2,0,1,1,1,1
6A58HMEA,10,2,0,0,1,1,1,0
6A6YXDL7,10,1,1,0,2,1,1,0
6A95JEQJ,10,1,1,0,2,1,1,0
6A3T5GTW,11,2,0,0,1,1,1,0
6A56BGEC,11,3,0,0,1,1,1,1
6AAOK1V9,11,2,1,0,1,1,1,1
6A89FZZR,10,1,1,0,1,1,1,0
6ADFZ3RJ,10,1,1,0,2,1,1,0
6A79VRQQ,12,3,0,0,1,1,1,2
6AAUL4KT,10,1,1,0,2,1,1,0
6A5O7YX6,10,2,0,0,2,1,1,0
6AELLMXT,10,2,1,0,1,1,1,0
6A7VCD1M,10,1,1,0,2,1,1,0
6ABMYAM8,12,1,2,0,2,1,1,0
6A5PBA9C,12,2,0,0,1,1,1,1
6A81MI4W,10,2,0,0,1,1,1,0
6AB74GCU,11,1,0,0,2,1,1,0
6A6VSFAH,12,2,2,0,1,1,1,0
6A8CETP7,10,2,1,0,1,1,1,0
6A8ANS19,12,1,0,0,3,1,1,2
6ABF18N6,10,1,0,0,2,1,1,0
6A9AUM6C,10,1,0,0,3,1,1,0
6A8LENND,10,2,0,0,2,1,1,0
6AAS8KP8,11,1,0,0,3,1,1,1
6ABEX1PV,10,1,1,0,1,1,1,0
6A66GTUD,11,3,0,0,1,1,1,1
6A798T3P,10,2,1,0,1,1,1,0
6A8783KZ,10,1,0,0,2,1,1,0
6ADFLELS,11,3,0,0,1,1,1,0
6AAIPE5K,10,1,1,0,2,1,1,0
6A7TO8IU,11,1,2,0,1,1,1,0
6ABYJBJD,10,1,0,0,2,1,1,0
6ADPJOCT,10,2,1,0,1,1,1,0
6A8PFCQH,10,1,2,0,1,1,1,0
6A8FIFEK,12,3,0,0,2,1,1,0
6A5U93LJ,10,1,2,0,1,1,1,0
6A889KZO,11,1,2,0,1,1,1,0
6A3ZDWM8,10,1,1,0,2,1,1,0
6ACIG6MJ,11,1,0,0,3,1,1,0
6A6M2GVU,10,2,1,0,1,1,1,0
6A7HQV8T,12,2,0,0,3,1,1,0
6A8NSW34,10,1,2,0,1,1,1,0
6ABRMTV5,12,2,2,0,1,1,1,0
6ABCWXLA,10,3,0,0,1,1,1,0
6A8HOU57,10,1,2,0,1,1,1,0
6A8ZIJOW,10,2,0,0,1,1,1,0
6A7PJ54F,12,1,1,0,3,1,1,0
6A7BAQHP,10,2,0,0,1,1,1,0
6AAFK9Y4,10,1,1,0,2,1,1,0
6AF99XSX,12,1,1,0,1,1,1,1
6A8EUK1X,10,2,1,0,1,1,1,0
6ACUXJ9V,12,1,2,0,1,1,1,1
6A7HETBB,12,1,1,0,1,1,1,1
6AAVJLN4,12,1,3,0,1,1,1,0
6A8LYIGK,10,3,0,0,1,1,1,0
6A896RIX,10,1,0,0,3,1,1,0
6A9SLBB4,10,1,1,0,2,1,1,0
6AAV15GK,10,2,0,0,2,1,1,0
6A6TLV11,10,2,0,0,2,1,1,0
6A83DKUF,10,1,1,0,1,1,1,0
6ABDHLDB,12,2,1,0,2,1,1,0
6A7VN77Z,11,1,2,0,1,1,1,1
6A6BHL9V,10,2,0,0,2,1,1,0
6ACU5T9K,10,1,0,0,2,1,1,0
6A8KX1DI,10,2,0,0,1,1,1,0
6ABQ1DMU,10,3,0,0,1,1,1,0
6A7BGQAX,10,1,1,0,2,1,1,0
6A575GF6,10,2,0,0,2,1,1,0
6ACZ6LNC,10,1,1,0,1,1,1,0
6A71GVF9,10,2,0,0,2,1,1,0
6A4W2EAT,10,1,1,0,2,1,1,0
6A9CV6ZW,14,4,0,0,1,1,1,2
6A9KWEC2,10,1,2,0,1,1,1,0
6ABDWXG3,10,1,2,0,1,1,1,0
6ABZUCDF,10,2,1,0,1,1,1,0
6A9TFDYO,10,1,2,0,1,1,1,0
6A7NB3N8,10,2,0,0,2,1,1,0
6AAH23Z9,10,2,1,0,1,1,1,0
6A8X2RST,10,1,0,0,3,1,1,0
6A63QW1L,10,1,2,0,1,1,1,0
6A87RRHW,10,1,1,0,1,1,1,0
6A95VFVR,10,2,0,0,1,1,1,0
6ABNPGM5,13,4,0,0,1,1,1,1
6A7XHEY7,10,2,0,0,2,1,1,0
6AB6911Y,12,1,0,0,3,1,1,0
6ABIW8DH,10,1,2,0,1,1,1,0
6ABKOZBD,10,2,0,0,2,1,1,0
6A7G3WQY,10,1,2,0,1,1,1,0
6A8Y4NTA,12,1,3,0,1,1,1,0
6A7M9HZM,10,2,0,0,1,1,1,0
6A81VLKM,11,1,2,0,1,1,1,1
6AAE1SKH,10,1,2,0,1,1,1,0
6A88Y6LI,11,1,1,0,2,1,1,0
6ABLTMSG,10,2,1,0,1,1,1,0
6ABB843E,10,1,1,0,2,1,1,0
6A9C55BO,10,2,0,0,1,1,1,0
6A6T8AEL,10,3,0,0,1,1,1,0
6A6O7CCT,10,3,0,0,1,1,1,0
6A91XZ4U,11,1,0,0,3,1,1,1
6A6XSRSZ,11,1,1,0,2,1,1,1
6A8SIT5S,11,1,0,0,2,1,1,1
6A8FULVH,11,1,1,0,2,1,1,1
6AD64OC1,13,1,2,0,2,1,1,1
6A9M3HF8,12,2,1,0,1,1,1,1
6A7RDE2K,10,1,1,0,1,1,1,0
6A74IYDS,10,2,0,0,2,1,1,0
6AC2OKI2,10,1,1,0,2,1,1,0
6AEWIRBM,10,2,1,0,1,1,1,0
6AC62BZN,10,2,1,0,1,1,1,0
6A97VV9X,10,1,2,0,1,1,1,0
6A8XOCXG,10,1,2,0,1,1,1,0
6ABAFKD8,10,1,2,0,1,1,1,0
6A8AKJ3I,10,2,0,0,2,1,1,0
6A7RSFBB,12,1,2,0,1,1,1,2
6AC7JAR6,10,2,0,0,1,1,1,0
6A8MU4FM,13,2,2,0,1,1,1,1
6AB26UXL,10,1,1,0,2,1,1,0
6A8JZR7N,10,3,0,0,1,1,1,0
6A9ISVBM,12,3,1,0,1,1,1,0
6A78R8QV,10,1,1,0,1,1,1,0
6ACD3AIU,12,1,2,0,2,1,1,0
6A8WSPDE,11,2,0,0,2,1,1,0
6AB9UPNJ,10,1,2,0,1,1,1,0
6ACGFYT5,11,2,1,0,1,1,1,1
6AC62AMF,10,3,0,0,1,1,1,0
6AD6LHXY,12,1,1,0,2,1,1,1
6A7G9WR8,10,1,2,0,1,1,1,0
6ABSN38H,10,1,1,0,2,1,1,0
6A93S9P5,11,2,1,0,1,1,1,1
6AAMW4T4,10,1,1,0,1,1,1,0
6A5JKVV7,10,2,0,0,2,1,1,0
6AB8ATJO,10,1,2,0,1,1,1,0
6A8E7HRK,10,1,0,0,2,1,1,0
6AB96IRD,10,2,0,0,2,1,1,0
6A87AWI6,10,2,1,0,1,1,1,0
6A972X1Y,10,2,1,0,1,1,1,0
6ACDOT6A,13,3,1,0,1,1,1,1
6AB7F3D8,11,1,0,0,3,1,1,0
6AE5NR1G,10,1,1,0,1,1,1,0
6A9PPCOA,10,1,2,0,1,1,1,0
6A7F9Y4J,10,1,1,0,2,1,1,0
6ABYMMJ7,10,2,1,0,1,1,1,0
6A6IFQB6,13,1,1,0,3,1,1,1
6A91ATSI,11,2,1,0,1,1,1,0
6A8XGPE7,10,1,2,0,1,1,1,0
6ABEGH4D,10,1,1,0,1,1,1,0
6A87CGHG,10,1,2,0,1,1,1,0
6A8Y2WKA,10,1,1,0,2,1,1,0
6A91QF6V,10,2,1,0,1,1,1,0
6A711GQN,10,2,1,0,1,1,1,0
6A6K6PU1,11,1,2,0,1,1,1,1
6A8YDQLO,12,1,2,0,2,1,1,0
6A8PAQSH,10,2,1,0,1,1,1,0
6A9A3BCI,10,2,0,0,2,1,1,0
6A7MFNUV,11,1,2,0,1,1,1,0
6ACHEKSI,10,2,1,0,1,1,1,0
6A73XZ1G,10,1,0,0,3,1,1,0
6A9ADUJW,10,1,0,0,2,1,1,0
6A8CVSU5,10,1,1,0,2,1,1,0
6AA1PKTI,13,2,2,0,1,1,1,1
6AB5AHAU,10,2,0,0,1,1,1,0
6AC5QD7Y,10,1,0,0,2,1,1,0
6AAP7YH7,11,1,0,0,3,1,1,0
6ABIWAY1,10,1,2,0,1,1,1,0
6AAWDM84,10,1,1,0,2,1,1,0
6ABQPW9E,10,3,0,0,1,1,1,0
6ACGVDNI,13,1,2,0,2,1,1,1
6ACI5P4N,10,2,1,0,1,1,1,0
6A98AL65,10,2,1,0,1,1,1,0
6A8QCISV,10,2,0,0,2,1,1,0
6AD3MHBU,11,1,0,0,3,1,1,1
6A7TSZ6D,10,2,0,0,2,1,1,0
6A9I7M4L,10,1,1,0,1,1,1,0
6ACNK3TO,10,1,1,0,2,1,1,0
6ABNYLT4,12,1,0,0,3,1,1,1
6A994LTU,10,2,1,0,1,1,1,0
6A9OCX9L,10,2,0,0,1,1,1,0
6AA8WW67,10,1,1,0,1,1,1,0
6A8HAX56,10,2,0,0,2,1,1,0
6A8CL18K,10,2,1,0,1,1,1,0
6ABTIT7H,11,1,1,0,2,1,1,0
6A8IOTMK,10,1,2,0,1,1,1,0
6A9YPE85,10,1,0,0,3,1,1,0
6A8UVHUP,10,2,1,0,1,1,1,0
6A8JZW3W,11,2,0,0,2,1,1,1
6A9AXRHG,11,2,1,0,1,1,1,1
6A8EAQKF,10,2,1,0,1,1,1,0
6ACUVTPD,11,1,2,0,1,1,1,1
6AC2XKMG,10,2,1,0,1,1,1,0
6A91WK48,10,1,1,0,2,1,1,0
6ACZEGTJ,10,1,2,0,1,1,1,0
6AEKK153,10,1,2,0,1,1,1,0
6A9L855Q,12,1,2,0,1,1,1,0
6AD3D86V,12,1,1,0,3,1,1,0
6AD57I7K,10,2,0,0,1,1,1,0
6ACK4IG9,12,2,0,0,2,1,1,0
6A88WG43,11,1,2,0,1,1,1,1
6A7C9AQU,10,1,2,0,1,1,1,0
6AAOAT1B,10,1,2,0,1,1,1,0
6AD19WAF,10,1,1,0,2,1,1,0
6A9BUUQQ,10,1,2,0,1,1,1,0
6ABBB8BQ,12,2,1,0,2,1,1,0
6A9SF2K8,10,2,1,0,1,1,1,0
6A9U1PB4,10,2,0,0,2,1,1,0
6AE9MOJN,12,2,0,0,2,1,1,1
6A8PDTAM,10,2,1,0,1,1,1,0
6ACN1OS3,11,1,2,0,1,1,1,1
6AB3HKQR,12,1,2,0,1,1,1,2
6AAK785U,10,1,2,0,1,1,1,0
6A81KTK4,12,2,1,0,1,1,1,0
6A7LGZVO,10,1,1,0,2,1,1,0
6ADFXLNN,10,1,0,0,3,1,1,0
6A6F1H85,12,2,0,0,2,1,1,0
6A9C6GA1,12,1,1,0,2,1,1,0
6AC3LGI5,10,1,1,0,2,1,1,0
6A9MCMEH,11,1,0,0,3,1,1,1
6AFGRPOX,10,2,1,0,1,1,1,0
6ACYBBM8,10,2,1,0,1,1,1,0
6AAB2T6L,11,1,0,0,3,1,1,1
6AA7CVR8,10,3,0,0,1,1,1,0
6ACY3I3Q,10,1,2,0,1,1,1,0
6AAFV2F8,11,2,0,0,2,1,1,1
6AANMYDY,10,2,1,0,1,1,1,0
6ADV8G7O,11,1,2,0,1,1,1,0
6AD3MLUN,10,1,0,0,2,1,1,0
6ADBZWYP,12,2,0,0,2,1,1,2
6A9X9R4C,10,1,2,0,1,1,1,0
6A93P2T5,10,1,0,0,3,1,1,0
6A8L41E8,12,2,0,0,2,1,1,1
6AECT8OD,10,1,1,0,1,1,1,0
6AA3ANQ2,10,2,1,0,1,1,1,0
6AAQ21SO,11,2,0,0,2,1,1,0
6AC7BM1E,10,1,1,0,1,1,1,0
6ADH6FD6,10,1,1,0,2,1,1,0
6A98YX3I,10,1,2,0,1,1,1,0
6ABDKSKJ,10,1,0,0,3,1,1,0
6A8ZMXP5,12,2,1,0,1,1,1,2
6ADKM5QY,10,1,1,0,2,1,1,0
6ADKQKOO,10,2,1,0,1,1,1,0
6AAWDOXZ,10,1,2,0,1,1,1,0
6AA51SON,10,2,1,0,1,1,1,0
6A8V2KCB,10,2,1,0,1,1,1,0
6A7V7S2K,10,1,1,0,2,1,1,0
6AF25OJJ,12,1,1,0,3,1,1,0
6ABG63EZ,10,3,0,0,1,1,1,0
6A9X3QAN,10,2,0,0,1,1,1,0
6A9RI12P,11,1,0,0,2,1,1,1
6ADEO7J6,10,1,0,0,3,1,1,0
6ADRQC4C,13,1,1,0,3,1,1,1
6AAR3M64,10,1,2,0,1,1,1,0
6A8IQKKE,10,2,1,0,1,1,1,0
6A9KOSCW,10,2,0,0,1,1,1,0
6A8KJ238,10,2,0,0,2,1,1,0
6A9OHHWI,10,1,1,0,2,1,1,0
6ABDA2X7,10,3,0,0,1,1,1,0
6A9MZLXL,11,2,1,0,1,1,1,1
6ABRII8B,10,1,1,0,1,1,1,0
6AEL4TJA,11,1,2,0,1,1,1,1
6AAGED7E,11,2,0,0,2,1,1,0
6ACEQI8D,10,3,0,0,1,1,1,0
6AAK2OWM,10,2,1,0,1,1,1,0
6ABN2JYH,11,3,0,0,1,1,1,0
6ADQXPJ6,11,3,0,0,1,1,1,1
6AAL2OOO,10,2,1,0,1,1,1,0
6A8JYHOO,10,1,0,0,3,1,1,0
6A92OXZF,11,1,0,0,3,1,1,0
6AE68JOW,10,2,1,0,1,1,1,0
6A9FBLZJ,10,3,0,0,1,1,1,0
6AAFXRSA,10,1,2,0,1,1,1,0
6AC6YGAT,10,2,1,0,1,1,1,0
6AAGRZ45,10,1,1,0,1,1,1,0
6AG5MB1C,10,1,2,0,1,1,1,0
6AC9ERRK,10,2,0,0,1,1,1,0
6A7YTJLT,10,3,0,0,1,1,1,0
6AE85XA8,10,1,2,0,1,1,1,0
6ACNLIWV,12,2,0,0,2,1,1,1
6A9YNP1P,10,2,0,0,2,1,1,0
6A98GMZA,11,2,1,0,1,1,1,1
6AA7NGJX,10,1,1,0,2,1,1,0
6ADAKEEH,11,1,1,0,2,1,1,1
6AABMRVU,10,2,1,0,1,1,1,0
6ABX3Y9H,10,1,1,0,2,1,1,0
6AA99ZZI,10,2,0,0,1,1,1,0
6ABZVT75,10,1,2,0,1,1,1,0
6A8QZKZ6,10,2,0,0,2,1,1,0
6AEX24C2,10,2,0,0,2,1,1,0
6AACLEXQ,10,1,1,0,2,1,1,0
6AFJVG4L,10,2,1,0,1,1,1,0
6ADDNWSJ,10,3,0,0,1,1,1,0
6ABH1HJF,10,2,0,0,2,1,1,0
6AFL5RKJ,10,2,0,0,2,1,1,0
6AB1TN6F,13,2,1,0,2,1,1,1
6AAGWOBF,11,2,1,0,1,1,1,1
6ABDSENZ,11,1,1,0,2,1,1,1
6A919HJI,10,1,1,0,2,1,1,0
6A92OUSY,11,1,1,0,1,1,1,1
6A9KH33K,13,2,1,0,2,1,1,1
6AAVR93B,10,1,0,0,3,1,1,0
6AA1DJEN,12,2,1,0,2,1,1,0
6ABTZHV4,10,1,2,0,1,1,1,0
6AEC4YJ7,10,1,1,0,2,1,1,0
6AC3GYLC,13,1,1,0,2,1,1,1
6A6IE3MY,10,1,0,0,3,1,1,0
6AFMVUE7,10,2,1,0,1,1,1,0
6A7M3APZ,10,2,0,0,1,1,1,0
6A9NEBK6,10,1,1,0,1,1,1,0
6AD89JL4,12,3,0,0,2,1,1,0
6AB6GP5D,10,2,0,0,2,1,1,0
6ACE9IRM,12,2,0,0,3,1,1,0
6A9QL4YV,10,2,1,0,1,1,1,0
6ADESOJM,11,2,0,0,1,1,1,1
6AAHVC7Z,10,1,2,0,1,1,1,0
6AD6Q1MM,12,2,2,0,1,1,1,0
6ABWBJYU,12,2,1,0,2,1,1,0
6A762HHN,10,1,2,0,1,1,1,0
6AEP2IHA,10,2,0,0,2,1,1,0
6ABONXOY,13,2,1,0,2,1,1,1
6AEJ1HBN,10,1,1,0,2,1,1,0
6AAOMY4M,10,2,1,0,1,1,1,0
6AD54EVI,10,3,0,0,1,1,1,0
6A8K42ZO,11,1,2,0,1,1,1,1
6ABNNW9Y,10,1,2,0,1,1,1,0
6AB2S4FJ,10,2,1,0,1,1,1,0
6ABQAKP1,12,2,1,0,2,1,1,0
6AENY7XB,10,1,1,0,1,1,1,0
6AAIJ4ZM,10,2,1,0,1,1,1,0
6AAQH9KL,10,1,0,0,2,1,1,0
6AE2H69O,10,1,2,0,1,1,1,0
6AB1RYS5,10,2,1,0,1,1,1,0
6A9MQMUF,10,1,1,0,1,1,1,0
6A9PGA1A,10,2,1,0,1,1,1,0
6AB7F7RL,10,2,1,0,1,1,1,0
6AA8G5F3,13,3,1,0,1,1,1,1
6A6PPVG1,10,2,1,0,1,1,1,0
6ADACXPZ,12,1,1,0,3,1,1,0
6A9IOEK5,10,2,0,0,1,1,1,0
6AF435KI,13,2,2,0,1,1,1,1
6ACJC1E3,10,1,1,0,2,1,1,0
6AAMSY94,11,2,1,0,1,1,1,1
6AF22NVB,10,1,1,0,1,1,1,0
6A9OYICU,11,1,0,0,3,1,1,1
6AARS4I5,10,1,2,0,1,1,1,0
6AEX8CQN,10,1,0,0,2,1,1,0
6AELK8NK,11,2,1,0,1,1,1,0
6ACM34XW,11,2,1,0,1,1,1,1
6A97DHB7,10,2,1,0,1,1,1,0
6ADJB9AQ,10,1,1,0,2,1,1,0
6AEWHA73,10,1,2,0,1,1,1,0
6AB2ZZ86,12,1,1,0,3,1,1,0
6AAON4VO,10,1,1,0,1,1,1,0
6AD565C8,10,1,0,0,3,1,1,0
6A9U4SE4,10,2,0,0,2,1,1,0
6A9B537I,10,2,0,0,2,1,1,0
6ABNYHXO,12,1,3,0,1,1,1,0
6ABA87JO,10,2,0,0,1,1,1,0
6ABUCM2R,10,1,2,0,1,1,1,0
6AARCZEX,12,1,1,0,2,1,1,2
6AGEBG1C,10,2,0,0,2,1,1,0
6AA5DWJ7,13,2,0,0,1,1,1,2
6AANFHO6,10,2,0,0,2,1,1,0
6AEGO1OL,10,1,1,0,2,1,1,0
6AGVEA9U,10,2,1,0,1,1,1,0
6AH9BKX3,10,2,1,0,1,1,1,0
6AAWREJ3,10,1,1,0,2,1,1,0
