Seed,Score,Negative_Jokers,Ace,2,3,4,5,6,7,8,9,Jack,Queen,King,10
MAIL1B8F,75,0,3,5,5,3,4,1,10,2,2,6,2,6,3
MAIL1B9Z,75,0,6,6,3,3,4,3,8,1,3,1,1,3,10
MAIL1BA9,75,0,5,7,2,5,4,10,3,2,1,6,4,1,2
MAIL1BAE,75,0,3,4,5,5,2,1,2,10,3,4,3,4,6
MAIL1BBU,75,0,6,6,1,1,3,3,3,3,4,6,10,3,3
MAIL1BCB,75,0,10,2,7,6,3,3,3,2,4,2,4,3,3
MAIL1BCJ,75,0,4,3,4,4,1,1,7,1,4,2,6,5,10
MAIL1BCV,75,0,3,3,4,6,2,2,5,10,3,1,5,5,3
MAIL1BD2,75,0,9,4,3,10,1,1,5,4,2,3,2,6,2
MAIL1BD7,75,0,5,2,4,2,1,10,3,5,4,2,3,3,8
MAIL1BDZ,75,0,6,2,2,10,2,3,1,7,9,3,2,2,3
MAIL1BFJ,75,0,5,2,2,3,3,11,5,5,2,5,3,6,0
MAIL1BG3,75,0,1,10,1,3,3,6,4,3,6,3,4,5,3
MAIL1BGI,75,0,4,5,4,3,3,6,2,4,3,5,2,10,1
MAIL1BI6,75,0,6,10,3,1,1,3,5,2,3,2,6,6,4
MAIL1BID,75,0,4,2,7,2,10,5,5,5,3,2,2,1,4
MAIL1BJY,75,0,2,10,5,4,5,2,7,4,4,1,3,2,3
MAIL1BL7,75,0,6,4,3,1,6,2,2,1,10,4,3,3,7
MAIL1BMK,75,0,4,10,4,3,5,2,4,1,4,3,4,2,6
MAIL1BMP,75,0,1,10,4,3,1,4,6,3,7,2,1,5,5
MAIL1BMU,75,0,4,4,3,4,2,2,2,2,7,5,10,4,3
MAIL1BNV,75,0,3,2,8,1,3,4,3,10,3,3,2,6,4
MAIL1BPQ,75,0,6,2,1,3,10,3,3,4,4,4,1,5,6
MAIL1BPW,75,0,7,4,1,2,6,10,2,4,1,7,3,2,3
MAIL1BQJ,75,0,4,2,5,5,3,4,3,7,2,1,10,1,5
MAIL1BR4,75,0,2,5,3,1,3,7,7,6,1,1,10,3,3
MAIL1BRV,75,0,10,5,2,3,4,4,3,3,3,5,4,3,3
MAIL1BS5,75,0,5,2,8,7,2,5,5,10,1,3,1,2,1
MAIL1BSU,75,0,4,1,10,6,3,7,3,6,1,3,1,4,3
MAIL1BTI,75,0,6,10,6,6,2,6,1,1,3,2,3,3,3
MAIL1BTX,75,0,7,1,2,10,3,2,3,2,9,3,1,4,5
MAIL1BUC,75,0,10,3,1,3,6,4,2,3,5,5,4,3,3
MAIL1BVY,75,0,3,4,6,1,2,2,3,5,6,3,4,3,10
MAIL1BWM,75,0,4,3,3,2,4,2,3,3,10,4,7,4,3
MAIL1BWR,75,0,4,6,4,4,5,3,1,2,10,3,2,3,5
MAIL1BWU,75,0,2,5,6,4,5,3,2,5,10,5,1,2,2
MAIL1BX1,75,0,3,4,6,3,2,5,10,2,3,4,3,5,2
MAIL1BYO,75,0,10,2,7,5,4,5,3,3,3,2,3,4,1
MAIL1BZ5,75,0,2,4,3,2,6,7,1,10,3,3,7,2,2
MAIL1BZS,75,0,1,6,3,2,3,3,3,10,4,4,6,4,3
MAIL1C1E,75,0,4,4,3,4,3,10,1,3,1,2,3,9,5
MAIL1C24,75,0,4,2,7,10,4,1,3,4,3,5,5,2,2
MAIL1C2M,75,0,2,2,6,2,5,3,5,10,2,4,1,4,6
MAIL1C2Y,75,0,8,1,4,10,5,2,3,3,2,4,4,3,3
MAIL1C3I,75,0,4,6,4,2,3,4,4,3,1,10,3,3,5
MAIL1C3Q,75,0,2,7,2,10,3,5,5,1,3,2,4,4,4
MAIL1C4A,75,0,2,3,7,5,4,2,2,2,6,3,2,10,4
MAIL1C52,75,0,10,3,1,1,6,5,4,7,5,4,1,2,3
MAIL1C6E,75,0,1,3,1,3,4,9,5,3,3,2,3,5,10
MAIL1C6J,75,0,3,3,3,4,3,4,10,4,3,3,2,8,2
MAIL1C6R,75,0,3,2,3,5,5,4,3,0,11,2,5,6,3
MAIL1C6V,75,0,2,2,1,5,2,5,2,10,4,4,8,2,5
MAIL1C78,75,0,4,5,6,10,5,1,2,3,3,5,1,5,2
MAIL1C7T,75,0,4,2,4,3,11,8,4,5,6,2,0,1,2
MAIL1C7W,75,0,2,4,2,10,4,2,4,4,1,5,2,7,5
MAIL1C8Y,75,0,11,2,5,4,2,5,3,1,5,3,4,7,0
MAIL1C93,75,0,5,4,5,3,1,4,1,2,2,6,4,5,10
MAIL1C9E,75,0,3,3,7,5,1,5,2,2,3,4,3,4,10
MAIL1CB6,75,0,3,4,1,3,5,4,10,2,5,4,2,3,6
MAIL1CBH,75,0,6,5,2,7,5,2,2,10,4,4,1,2,2
MAIL1CBO,75,0,3,4,3,4,0,4,1,3,11,2,3,10,4
MAIL1CD5,75,0,3,5,6,3,0,3,4,11,3,5,3,2,4
MAIL1CD6,75,0,2,7,3,1,2,3,0,4,6,2,8,3,11
MAIL1CDT,75,0,5,2,6,4,3,3,4,1,3,4,10,4,3
MAIL1CEE,75,0,3,2,10,3,5,6,2,5,2,8,1,3,2
MAIL1CGD,75,0,3,2,3,4,5,3,10,2,5,3,3,3,6
MAIL1CHQ,75,0,3,8,3,3,1,2,10,4,3,1,2,7,5
MAIL1CHS,75,0,11,6,2,6,1,1,0,2,6,2,3,5,7
MAIL1CJ1,75,0,3,4,7,0,3,3,5,4,11,4,2,4,2
MAIL1CJ9,75,0,3,2,4,3,5,2,10,3,3,5,3,4,5
MAIL1CJN,75,0,5,2,5,3,4,10,2,4,3,6,3,2,3
MAIL1CJQ,75,0,4,10,3,2,3,5,8,4,2,3,4,2,2
MAIL1CKX,75,0,4,3,9,2,1,5,10,2,4,3,4,2,3
MAIL1CLE,75,0,4,2,1,1,7,5,4,3,2,6,10,3,4
MAIL1CLL,75,0,4,2,3,4,0,11,7,3,6,5,2,3,2
MAIL1CM7,75,0,5,4,10,3,2,2,2,5,6,4,3,3,3
MAIL1CM9,75,0,5,2,4,2,7,3,10,5,5,1,3,3,2
MAIL1CNA,75,0,3,3,4,3,5,2,2,4,10,3,4,4,5
MAIL1CNL,75,0,5,2,5,6,2,10,2,2,2,5,1,3,7
MAIL1CNU,75,0,8,5,3,6,4,10,1,2,2,3,3,2,3
MAIL1COK,75,0,1,4,3,6,5,2,5,10,1,6,1,6,2
MAIL1COV,75,0,2,5,2,3,4,10,1,2,6,5,6,3,3
MAIL1CPA,75,0,0,2,5,3,2,11,5,3,2,3,6,5,5
MAIL1CQ6,75,0,5,7,2,2,2,10,5,1,1,2,4,5,6
MAIL1CQG,75,0,3,3,5,10,2,4,4,3,2,5,3,4,4
MAIL1CR3,75,0,1,3,6,11,2,5,3,5,3,5,4,0,4
MAIL1CSQ,75,0,4,4,4,4,1,4,7,3,10,3,4,2,2
MAIL1CV3,75,0,5,4,1,4,4,1,6,5,5,3,3,10,1
MAIL1CWG,75,0,5,3,3,3,6,3,2,5,10,3,4,2,3
MAIL1CWU,75,0,10,6,2,6,2,4,4,3,5,2,3,2,3
MAIL1CXA,75,0,2,3,5,5,1,3,7,3,1,4,2,6,10
MAIL1CXX,75,0,3,6,5,3,1,10,5,4,5,5,2,2,1
MAIL1CY7,75,0,4,4,2,10,5,2,6,3,4,3,3,1,5
MAIL1CYQ,75,0,5,4,3,2,4,2,2,5,3,2,7,10,3
MAIL1CYR,75,0,6,2,5,4,3,4,5,2,3,2,3,3,10
MAIL1CYS,75,0,10,4,1,6,3,4,4,3,4,1,6,4,2
MAIL1CZB,75,0,8,4,3,4,2,0,2,2,5,3,4,4,11
MAIL1D27,75,0,3,2,7,2,6,10,4,3,3,5,2,1,4
MAIL1D2C,75,0,6,3,2,10,7,4,2,3,5,4,2,2,2
MAIL1D38,75,0,2,4,4,4,8,3,11,4,3,0,1,4,4
MAIL1D4M,75,0,3,5,2,2,5,3,4,5,5,2,2,10,4
MAIL1D4U,75,0,3,10,2,4,1,2,4,5,2,3,5,2,9
MAIL1D64,75,0,6,3,10,3,6,5,3,5,2,3,1,3,2
MAIL1D66,75,0,8,2,1,10,2,5,3,2,2,6,8,2,1
MAIL1D6A,75,0,6,4,4,2,4,4,3,4,4,2,2,10,3
MAIL1D8P,75,0,1,2,0,11,2,7,4,2,5,6,4,4,4
MAIL1D92,75,0,4,2,1,3,10,1,5,3,5,4,6,4,4
MAIL1D93,75,0,4,5,3,2,4,2,1,4,6,2,4,5,10
MAIL1D9A,75,0,2,4,2,3,3,4,3,3,4,2,6,10,6
MAIL1DBA,75,0,7,1,1,2,3,6,2,2,10,6,4,3,5
MAIL1DBS,75,0,3,6,4,3,5,4,2,5,4,3,1,10,2
MAIL1DCQ,75,0,5,1,1,3,2,5,5,10,8,5,1,3,3
MAIL1DDF,75,0,5,3,2,6,5,2,2,3,1,5,5,10,3
MAIL1DDN,75,0,4,4,2,5,1,10,3,3,1,5,4,5,5
MAIL1DFO,75,0,4,1,6,4,5,3,3,3,4,3,2,4,10
MAIL1DFY,75,0,1,6,3,6,3,2,10,6,3,2,2,3,5
MAIL1DGT,75,0,1,2,2,10,1,4,6,3,5,4,4,6,4
MAIL1DGY,75,0,3,1,4,2,6,1,6,3,10,6,5,3,2
MAIL1DHG,75,0,5,6,3,10,5,3,4,2,1,4,1,5,3
MAIL1DKC,75,0,10,4,3,2,2,2,7,2,4,5,3,5,3
MAIL1DKY,75,0,2,3,6,5,3,5,1,2,4,2,5,10,4
MAIL1DLL,75,0,4,4,2,10,6,4,1,3,4,3,2,5,4
MAIL1DLW,75,0,3,3,5,3,3,4,1,4,10,5,5,4,2
MAIL1DMJ,75,0,2,2,3,3,4,4,10,4,1,7,2,6,4
MAIL1DMK,75,0,3,2,3,5,5,5,5,2,4,3,3,10,2
MAIL1DO3,75,0,3,10,5,1,5,2,3,7,3,3,4,4,2
MAIL1DO5,75,0,3,4,4,1,3,1,7,6,10,2,4,5,2
MAIL1DOW,75,0,10,3,8,1,2,7,2,1,7,4,2,3,2
MAIL1DPU,75,0,3,7,3,3,10,2,3,4,7,3,1,2,4
MAIL1DPX,75,0,2,10,2,6,2,0,3,4,1,5,11,1,5
MAIL1DQB,75,0,8,2,3,3,1,10,6,5,2,4,2,3,3
MAIL1DQE,75,0,3,10,5,2,4,2,7,3,1,3,4,3,5
MAIL1DRW,75,0,6,3,2,5,1,3,6,3,4,2,4,3,10
MAIL1DTY,75,0,3,5,3,11,4,4,4,5,0,1,1,5,6
MAIL1DUE,75,0,3,6,10,3,2,7,3,3,1,1,5,4,4
MAIL1DVA,75,0,4,1,4,3,2,8,5,2,4,3,3,10,3
MAIL1DVH,75,0,3,4,10,4,2,1,4,2,8,4,4,3,3
MAIL1DVJ,75,0,7,2,1,3,3,4,6,1,10,1,5,2,7
MAIL1DWL,75,0,9,2,3,3,4,10,3,2,4,4,1,6,1
MAIL1DWN,75,0,2,3,0,2,5,11,3,6,2,4,2,9,3
MAIL1DWW,75,0,5,2,2,2,3,5,4,3,3,3,4,10,6
MAIL1DX3,75,0,3,3,3,6,2,3,6,3,3,1,10,3,6
MAIL1DX5,75,0,3,1,3,2,2,3,10,1,9,5,3,5,5
MAIL1DX6,75,0,3,2,1,6,8,1,3,10,3,1,6,3,5
MAIL1DXA,75,0,2,3,10,3,5,5,1,5,5,2,5,2,4
MAIL1DXK,75,0,3,3,3,3,2,4,6,1,10,5,4,3,5
MAIL1DXX,75,0,6,5,6,2,10,6,2,1,5,1,3,4,1
MAIL1DYV,75,0,1,5,6,2,4,3,3,6,2,3,10,3,4
MAIL1DYW,75,0,4,4,2,2,3,4,10,6,6,3,2,3,3
MAIL1DZU,75,0,6,4,4,1,2,6,1,3,4,6,10,4,1
MAIL1E11,75,0,4,1,5,5,10,4,3,6,3,3,3,3,2
MAIL1E13,75,0,10,3,3,4,2,4,1,3,2,4,7,6,3
MAIL1E1O,75,0,3,1,3,7,7,3,3,4,2,4,10,2,3
MAIL1E1U,75,0,4,10,2,4,5,3,3,2,3,8,5,2,1
MAIL1E2J,75,0,1,5,2,5,7,10,2,4,2,5,4,2,3
MAIL1E2P,75,0,6,2,3,1,5,3,4,3,4,5,10,3,3
MAIL1E3D,75,0,6,10,1,4,3,9,2,1,2,2,4,5,3
MAIL1E54,75,0,7,2,3,0,3,11,3,4,5,5,2,5,2
MAIL1E5Z,75,0,3,5,1,3,2,2,1,6,7,3,10,7,2
MAIL1E6G,75,0,5,2,10,4,4,3,1,3,4,7,6,2,1
MAIL1E7A,75,0,6,4,8,3,4,3,4,2,2,10,2,2,2
MAIL1E8Z,75,0,4,4,2,4,3,2,9,3,2,3,3,3,10
MAIL1E9K,75,0,7,5,2,2,10,1,3,2,4,5,2,8,1
MAIL1EA5,75,0,4,2,1,9,3,8,1,0,11,5,4,1,3
MAIL1EBI,75,0,5,5,3,4,3,0,11,1,6,6,3,4,1
MAIL1EC3,75,0,3,3,3,7,10,5,4,2,1,3,3,5,3
MAIL1ECD,75,0,1,4,3,3,2,5,6,3,4,2,3,10,6
MAIL1ECH,75,0,3,3,5,6,3,3,5,3,2,5,2,2,10
MAIL1ED4,75,0,9,5,1,4,10,6,3,4,1,1,2,4,2
MAIL1ED5,75,0,4,3,3,3,5,4,4,10,2,6,2,4,2
MAIL1EDE,75,0,4,4,3,4,2,4,1,5,1,5,3,6,10
MAIL1EEO,75,0,3,10,1,9,4,3,4,4,4,3,2,3,2
MAIL1EHW,75,0,4,10,5,5,4,5,4,2,2,1,3,5,2
MAIL1EI8,75,0,3,1,5,5,1,4,2,3,1,3,8,6,10
MAIL1EIC,75,0,2,5,4,1,6,10,1,5,3,2,6,4,3
MAIL1EIM,75,0,3,11,2,0,6,5,5,4,2,3,4,3,4
MAIL1EIN,75,0,3,10,4,7,5,4,1,4,4,3,2,1,4
MAIL1EIR,75,0,1,4,4,5,10,3,6,5,2,3,2,4,3
MAIL1EJ1,75,0,4,3,2,3,2,2,3,2,8,10,2,4,7
MAIL1EJG,75,0,4,6,4,2,4,2,3,10,2,4,3,4,4
MAIL1EJL,75,0,2,5,2,4,6,2,3,1,2,6,3,6,10
MAIL1EJR,75,0,2,4,2,6,2,2,4,4,3,6,10,2,5
MAIL1EK1,75,0,2,5,4,5,4,2,7,1,4,10,3,1,4
MAIL1ELQ,75,0,9,2,2,4,2,4,4,5,1,10,4,1,4
MAIL1ENA,75,0,4,5,1,3,3,8,1,4,10,2,2,6,3
MAIL1ENO,75,0,1,4,4,2,8,7,2,0,3,2,2,6,11
MAIL1EO7,75,0,4,4,1,4,4,2,3,5,6,10,4,3,2
MAIL1EP1,75,0,2,4,4,5,2,2,4,4,7,2,5,1,10
MAIL1EPK,75,0,2,5,2,6,5,4,3,1,4,2,2,6,10
MAIL1EQG,75,0,2,6,1,3,1,5,1,2,10,5,6,7,3
MAIL1ES5,75,0,10,3,3,2,4,3,6,3,2,4,4,3,5
MAIL1ES7,75,0,1,1,10,5,2,4,5,2,5,4,3,5,5
MAIL1ESZ,75,0,4,5,8,4,6,1,0,2,6,3,1,11,1
MAIL1ETI,75,0,2,4,4,1,5,4,3,5,5,10,2,5,2
MAIL1ETL,75,0,6,1,6,10,5,3,4,1,2,3,4,4,3
MAIL1EVA,75,0,3,6,1,3,5,4,4,5,10,5,3,1,2
MAIL1EVJ,75,0,2,1,3,4,4,4,5,4,1,4,6,10,4
MAIL1EWX,75,0,5,3,10,3,4,3,5,5,5,3,3,2,1
MAIL1EX2,75,0,11,3,3,4,4,5,6,3,2,2,0,4,5
MAIL1EYM,75,0,4,3,3,2,5,10,3,1,4,8,3,2,4
MAIL1EZW,75,0,7,6,1,3,2,4,10,4,3,3,4,3,2
MAIL1F2Z,75,0,4,2,7,3,10,2,2,4,4,3,2,4,5
MAIL1F3E,75,0,1,5,3,6,1,3,10,4,7,2,1,6,3
MAIL1F3H,75,0,1,4,4,10,5,4,3,5,3,2,2,4,5
MAIL1F3I,75,0,4,5,3,1,3,4,4,10,3,4,1,4,6
MAIL1F3Q,75,0,10,1,2,3,7,1,5,1,7,2,6,3,4
MAIL1F57,75,0,2,3,10,1,5,2,7,5,2,5,2,4,4
MAIL1F5P,75,0,3,1,3,6,4,2,10,4,6,6,4,2,1
MAIL1F6B,75,0,5,3,3,6,4,3,2,2,1,7,10,5,1
MAIL1F6M,75,0,4,6,3,1,5,10,2,7,3,5,1,1,4
MAIL1F8E,75,0,4,5,2,4,2,4,4,4,2,4,10,5,2
MAIL1F8N,75,0,5,2,4,2,3,2,2,2,7,10,1,5,7
MAIL1F8Z,75,0,4,4,3,2,2,1,4,4,3,4,6,10,5
MAIL1F9N,75,0,2,2,5,2,1,3,8,3,10,2,4,8,2
MAIL1FA8,75,0,5,1,2,3,4,4,10,4,1,3,4,7,4
MAIL1FAZ,75,0,3,10,3,8,1,5,4,4,2,4,1,5,2
MAIL1FBN,75,0,3,2,4,0,11,5,5,5,2,4,4,5,2
MAIL1FC2,75,0,4,6,5,6,3,4,3,3,3,3,11,0,1
MAIL1FCN,75,0,1,3,4,4,6,1,4,2,4,3,6,4,10
MAIL1FEQ,75,0,3,3,5,3,6,2,2,9,2,4,1,10,2
MAIL1FES,75,0,4,4,3,4,5,3,10,3,5,1,3,3,4
MAIL1FEW,75,0,10,3,3,6,2,5,5,2,3,1,5,3,4
MAIL1FEX,75,0,3,2,3,5,10,3,3,4,2,5,4,6,2
MAIL1FF1,75,0,6,5,5,0,3,5,1,2,12,5,5,0,3
MAIL1FF2,75,0,2,0,2,4,2,1,6,5,1,11,5,9,4
MAIL1FHL,75,0,7,3,2,10,2,2,2,4,7,2,5,3,3
MAIL1FIF,75,0,3,10,6,3,2,5,3,1,1,5,2,6,5
MAIL1FIL,75,0,4,4,10,1,5,4,6,2,3,1,3,4,5
MAIL1FJG,75,0,4,2,2,3,2,3,7,1,10,1,3,8,6
MAIL1FJW,75,0,5,3,4,2,5,5,10,4,2,6,2,2,2
MAIL1FK9,75,0,3,2,3,2,10,3,3,3,4,4,2,7,6
MAIL1FKE,75,0,6,3,4,10,7,5,3,3,2,2,4,2,1
MAIL1FM1,75,0,4,1,5,2,9,1,3,3,10,3,6,2,3
MAIL1FME,75,0,3,1,4,6,5,1,10,3,2,7,1,3,6
MAIL1FMJ,75,0,2,4,6,4,10,3,3,4,2,3,2,4,5
MAIL1FMY,75,0,5,2,2,4,2,3,4,3,3,10,5,5,4
MAIL1FN5,75,0,5,3,2,2,10,2,5,4,2,4,2,6,5
MAIL1FND,75,0,3,1,3,2,7,6,5,10,4,4,2,2,3
MAIL1FNN,75,0,5,1,3,3,5,2,6,3,4,4,5,1,10
MAIL1FON,75,0,10,5,5,3,2,1,3,6,2,2,4,4,5
MAIL1FPA,75,0,4,3,2,3,3,5,3,5,10,4,3,3,4
MAIL1FPT,75,0,6,2,5,2,3,6,2,5,3,5,2,10,1
MAIL1FQ7,75,0,5,3,4,1,7,1,7,10,3,5,2,1,3
MAIL1FQA,75,0,5,5,4,5,1,10,4,4,4,2,4,2,2
MAIL1FQS,75,0,6,2,4,3,1,3,7,10,1,7,2,5,1
MAIL1FS8,75,0,3,2,4,4,3,10,3,6,4,5,4,3,1
MAIL1FTT,75,0,4,5,5,10,3,4,1,3,3,2,5,3,4
MAIL1FUE,75,0,3,2,5,5,10,6,2,3,4,6,2,2,2
MAIL1FVV,75,0,3,10,2,5,4,2,5,7,2,3,4,4,1
MAIL1FW8,75,0,8,3,3,1,5,10,2,3,2,4,2,4,5
MAIL1FX1,75,0,4,5,4,3,2,3,5,5,2,3,4,2,10
MAIL1FXW,75,0,3,7,2,2,4,8,3,4,4,10,3,1,1
MAIL1FY3,75,0,3,2,2,4,5,4,1,2,5,10,6,4,4
MAIL1FY7,75,0,7,4,1,3,5,10,1,3,4,5,4,1,4
MAIL1FYG,75,0,4,10,3,3,2,2,3,7,4,6,3,1,4
MAIL1FYQ,75,0,4,6,6,2,10,2,2,5,3,2,5,4,1
MAIL1FZO,75,0,1,4,6,4,6,1,4,4,10,2,5,4,1
MAIL1G1Q,75,0,2,2,4,2,2,8,3,5,10,5,1,2,6
MAIL1G2Y,75,0,3,2,4,4,6,5,2,10,5,2,2,4,3
MAIL1G3Y,75,0,3,4,3,10,2,5,3,1,3,4,6,4,4
MAIL1G47,75,0,3,4,1,1,4,3,3,5,6,10,2,7,3
MAIL1G4F,75,0,3,4,4,4,1,5,1,5,2,6,2,5,10
MAIL1G63,75,0,4,7,2,5,2,3,3,4,3,10,3,2,4
MAIL1G68,75,0,5,6,10,5,3,5,2,2,2,4,4,2,2
MAIL1G6G,75,0,5,2,1,4,3,3,3,4,6,4,5,2,10
MAIL1G8B,75,0,3,10,5,6,2,2,3,5,3,1,2,4,6
MAIL1G8C,75,0,2,4,5,4,1,7,3,3,2,3,10,4,4
MAIL1G8J,75,0,3,5,3,5,3,2,3,4,2,4,3,5,10
MAIL1G9B,75,0,10,3,5,2,2,5,4,3,2,4,4,3,5
MAIL1G9G,75,0,2,4,3,4,3,1,4,2,10,6,3,6,4
MAIL1G9O,75,0,2,3,3,3,7,10,3,5,3,5,2,1,5
MAIL1GA9,75,0,3,4,3,6,5,4,2,3,10,2,2,7,1
MAIL1GAI,75,0,10,5,4,2,4,6,1,5,1,5,3,3,3
MAIL1GCA,75,0,2,3,4,5,10,2,3,4,4,2,4,4,5
MAIL1GCC,75,0,2,4,4,10,1,7,1,2,5,5,5,4,2
MAIL1GCT,75,0,4,2,10,3,2,4,1,3,3,5,3,9,3
MAIL1GCW,75,0,3,5,7,3,2,3,5,1,4,1,7,1,10
MAIL1GD2,75,0,5,2,3,7,2,4,10,4,3,2,3,3,4
MAIL1GDY,75,0,3,3,2,4,7,10,4,2,1,6,1,4,5
MAIL1GEB,75,0,1,10,4,2,4,3,4,5,4,4,3,5,3
MAIL1GEK,75,0,1,1,11,5,6,4,5,4,2,4,4,5,0
MAIL1GEP,75,0,2,4,2,10,2,2,3,3,6,4,3,5,6
MAIL1GF5,75,0,2,4,3,7,5,2,10,2,5,1,1,4,6
MAIL1GFY,75,0,2,4,10,3,4,5,2,2,7,3,2,4,4
MAIL1GGL,75,0,6,4,3,2,4,3,3,4,3,3,5,10,2
MAIL1GKV,75,0,2,10,3,3,6,4,4,4,3,5,2,2,4
MAIL1GL1,75,0,3,6,3,3,3,6,1,4,7,2,2,10,2
MAIL1GLC,75,0,4,2,10,5,5,1,1,2,1,6,3,6,6
MAIL1GMA,75,0,4,4,2,10,3,2,4,4,3,3,5,3,5
MAIL1GNF,75,0,4,3,10,3,5,3,5,2,2,2,2,6,5
MAIL1GNL,75,0,5,2,2,4,4,2,7,10,3,2,2,3,6
MAIL1GPL,75,0,1,4,5,3,5,3,5,3,4,2,10,4,3
MAIL1GPP,75,0,3,2,5,7,10,2,2,5,3,3,5,2,3
MAIL1GRA,75,0,8,10,4,5,1,2,1,8,3,3,1,2,4
MAIL1GSI,75,0,1,6,3,3,4,10,2,4,2,5,6,4,2
MAIL1GSM,75,0,3,7,10,7,2,6,1,2,5,1,5,1,2
MAIL1GTV,75,0,3,5,2,2,1,10,2,3,5,5,5,2,7
MAIL1GU7,75,0,4,2,10,2,4,3,4,3,4,3,3,6,4
MAIL1GVX,75,0,1,2,0,6,8,11,3,3,6,2,2,4,4
MAIL1GW3,75,0,3,3,10,5,3,7,1,6,5,1,4,3,1
MAIL1GXD,75,0,3,10,3,6,2,2,5,5,2,3,7,3,1
MAIL1GY1,75,0,10,5,2,3,4,3,3,2,3,6,3,5,3
MAIL1GYQ,75,0,10,4,3,4,6,3,3,5,2,1,4,4,3
MAIL1GYW,75,0,3,4,3,3,3,5,2,7,1,1,2,8,10
MAIL1GZK,75,0,6,3,10,4,5,1,2,3,5,5,1,2,5
MAIL1H1J,75,0,1,4,5,5,10,2,5,4,2,2,5,2,5
MAIL1H1Q,75,0,3,2,3,4,5,1,1,10,5,3,6,5,4
MAIL1H2O,75,0,2,3,2,4,6,3,2,10,4,1,5,6,4
MAIL1H3V,75,0,10,5,2,6,3,2,3,5,2,4,2,3,5
MAIL1H4Q,75,0,10,5,1,3,4,5,6,3,5,3,2,1,4
MAIL1H65,75,0,10,3,4,4,3,5,3,6,1,1,1,4,7
MAIL1H6M,75,0,2,3,5,1,2,2,2,5,2,3,8,7,10
MAIL1H6Y,75,0,4,3,5,3,3,1,4,5,2,2,10,5,5
MAIL1H6Z,75,0,2,7,3,1,4,5,6,3,2,3,10,4,2
MAIL1H8C,75,0,0,3,1,4,4,4,5,4,6,11,6,1,3
MAIL1HA6,75,0,3,3,2,7,2,10,4,2,4,4,2,6,3
MAIL1HA7,75,0,4,2,2,4,2,5,2,3,6,6,2,10,4
MAIL1HAA,75,0,3,2,1,5,4,5,10,3,4,6,4,2,3
MAIL1HAB,75,0,5,2,5,5,1,0,7,4,6,11,2,1,3
MAIL1HB3,75,0,5,3,3,2,2,10,5,3,3,4,7,1,4
MAIL1HBX,75,0,2,10,2,5,1,3,6,2,8,6,2,1,4
MAIL1HC6,75,0,1,7,0,3,5,11,4,1,2,4,6,3,5
MAIL1HCH,75,0,5,4,2,4,1,4,4,10,4,2,3,6,3
MAIL1HDB,75,0,2,4,3,2,1,4,9,4,10,6,2,3,2
MAIL1HED,75,0,3,4,3,3,8,4,6,2,2,1,3,10,3
MAIL1HF2,75,0,5,2,3,3,5,3,10,6,4,1,5,3,2
MAIL1HFF,75,0,1,1,10,2,6,3,5,7,3,2,7,4,1
MAIL1HFY,75,0,3,4,3,4,3,5,1,1,7,3,5,10,3
MAIL1HGZ,75,0,3,4,4,1,1,3,10,3,5,4,4,4,6
MAIL1HH1,75,0,2,2,6,1,9,4,6,1,10,2,2,4,3
MAIL1HJA,75,0,5,3,2,5,5,4,2,5,2,1,10,2,6
MAIL1HKB,75,0,2,4,4,2,4,6,10,5,3,3,3,4,2
MAIL1HKO,75,0,7,8,5,2,3,1,5,10,2,3,3,1,2
MAIL1HL4,75,0,5,2,6,10,5,4,2,2,1,8,1,4,2
MAIL1HLP,75,0,4,4,5,2,3,4,4,2,10,4,3,3,4
MAIL1HNX,75,0,11,1,5,9,5,1,1,2,5,3,5,0,4
MAIL1HOP,75,0,2,3,5,3,6,4,4,10,2,2,4,4,3
MAIL1HPC,75,0,4,4,4,2,2,10,3,7,4,3,2,3,4
MAIL1HR4,75,0,1,2,6,2,10,4,3,3,4,1,5,6,5
MAIL1HR5,75,0,6,3,1,4,3,3,2,5,2,4,10,4,5
MAIL1HRN,75,0,3,0,6,12,7,6,1,0,1,5,4,3,4
MAIL1HSL,75,0,3,10,5,7,4,2,2,2,5,2,1,5,4
MAIL1HUB,75,0,3,3,5,1,3,4,0,6,2,6,3,11,5
MAIL1HV9,75,0,5,4,5,3,10,1,1,4,6,5,4,1,3
MAIL1HVC,75,0,3,5,3,4,4,3,4,10,2,2,3,4,5
MAIL1HVR,75,0,5,10,3,1,8,5,5,3,3,3,1,2,3
MAIL1HVZ,75,0,5,10,2,3,3,4,3,6,7,2,3,3,1
MAIL1HWA,75,0,4,3,4,2,2,8,2,2,2,5,4,4,10
MAIL1HWI,75,0,4,3,3,5,6,2,4,5,2,2,0,5,11
MAIL1HXA,75,0,2,2,7,1,10,6,3,5,8,2,4,1,1
MAIL1HXR,75,0,2,5,3,3,1,3,0,5,11,6,5,2,6
MAIL1HXZ,75,0,4,10,3,2,3,2,8,5,2,2,1,6,4
MAIL1HZI,75,0,2,2,3,5,1,7,5,3,3,10,3,3,5
MAIL1HZV,75,0,10,5,2,6,2,3,5,4,2,4,1,4,4
MAIL1I1H,75,0,2,4,3,4,10,2,2,5,6,1,2,4,7
MAIL1I25,75,0,2,5,2,6,4,4,10,3,2,6,5,1,2
MAIL1I2E,75,0,0,12,4,0,4,2,2,4,4,5,3,9,3
