Seed,Score,Natural Negative Jokers,Natural Negative Jokers Desired,Turtle Bean,Joker Stencil,Negative_Joker Stencil,Oops All 6s,Negative_Oops All 6s
HAHADWK,1,0,0,0,0,0,0,0
HAHADX6,1,0,0,0,0,0,0,0
HAHADYY,1,0,0,0,0,0,0,0
HAHAE3O,1,0,0,0,0,0,0,0
HAHAEBP,1,0,0,0,0,0,0,0
HAHAECX,1,0,0,0,0,0,0,0
HAHAED1,1,0,0,0,0,0,0,0
HAHAED7,1,0,0,0,0,0,0,0
HAHAEDD,1,0,0,0,0,0,0,0
HAHAEDW,1,0,0,0,0,0,0,0
HAHAEE5,1,0,0,0,0,0,0,0
HAHAEH6,1,0,0,0,0,0,0,0
HAHAEIJ,1,0,0,0,0,0,0,0
HAHAEIS,1,0,0,0,0,0,0,0
HAHAEKP,1,0,0,0,0,0,0,0
HAHAEOX,1,0,0,0,0,0,0,0
HAHAEQ6,1,0,0,0,0,0,0,0
HAHAERC,1,0,0,0,0,0,0,0
HAHAESS,1,0,0,0,0,0,0,0
HAHAEXJ,1,0,0,0,0,0,0,0
HAHAEY,1,0,0,0,0,0,0,0
HAHAEZD,1,0,0,0,0,0,0,0
HAHAEZO,1,0,0,0,0,0,0,0
HAHAF3Z,1,0,0,0,0,0,0,0
HAHAF61,1,0,0,0,0,0,0,0
HAHAF6M,1,0,0,0,0,0,0,0
HAHAF6Q,1,0,0,0,0,0,0,0
HAHAF75,1,0,0,0,0,0,0,0
HAHAF7G,1,0,0,0,0,0,0,0
HAHAF9J,1,0,0,0,0,0,0,0
HAHAFA,1,0,0,0,0,0,0,0
HAHAFB9,1,0,0,0,0,0,0,0
HAHAFEP,1,0,0,0,0,0,0,0
HAHAFHX,1,0,0,0,0,0,0,0
HAHAFKG,1,0,0,0,0,0,0,0
HAHAFKX,1,0,0,0,0,0,0,0
HAHAFLV,1,0,0,0,0,0,0,0
HAHAFMW,1,0,0,0,0,0,0,0
HAHAFN8,1,0,0,0,0,0,0,0
HAHAFRF,1,0,0,0,0,0,0,0
HAHAGGK,1,0,0,0,0,0,0,0
HAHAGIU,1,0,0,0,0,0,0,0
HAHAGJI,1,0,0,0,0,0,0,0
HAHAGKO,1,0,0,0,0,0,0,0
HAHAGPE,1,0,0,0,0,0,0,0
HAHAGPY,1,0,0,0,0,0,0,0
HAHAGUR,1,0,0,0,0,0,0,0
HAHAGV,1,0,0,0,0,0,0,0
HAHAGVI,1,0,0,0,0,0,0,0
HAHAGW9,1,0,0,0,0,0,0,0
HAHAH31,1,0,0,0,0,0,0,0
HAHAH3J,1,0,0,0,0,0,0,0
HAHAH5V,1,0,0,0,0,0,0,0
HAHAH7D,1,0,0,0,0,0,0,0
HAHAH91,1,0,0,0,0,0,0,0
HAHAHB7,1,0,0,0,0,0,0,0
HAHAHEC,1,0,0,0,0,0,0,0
HAHAHF7,1,0,0,0,0,0,0,0
HAHAHLD,1,0,0,0,0,0,0,0
HAHAHRR,1,0,0,0,0,0,0,0
HAHAHSS,1,0,0,0,0,0,0,0
HAHAI1B,1,0,0,0,0,0,0,0
HAHAI7A,1,0,0,0,0,0,0,0
HAHAI8X,1,0,0,0,0,0,0,0
HAHAI9S,1,0,0,0,0,0,0,0
HAHAIA2,1,0,0,0,0,0,0,0
HAHAIBW,1,0,0,0,0,0,0,0
HAHAIDO,1,0,0,0,0,0,0,0
HAHAIFF,1,0,0,0,0,0,0,0
HAHAIJ9,1,0,0,0,0,0,0,0
HAHAILC,1,0,0,0,0,0,0,0
HAHAILZ,1,0,0,0,0,0,0,0
HAHAIN1,1,0,0,0,0,0,0,0
HAHAIOU,1,0,0,0,0,0,0,0
HAHAIQ2,1,0,0,0,0,0,0,0
HAHAIUZ,1,0,0,0,0,0,0,0
HAHAIV1,1,0,0,0,0,0,0,0
HAHAJ18,1,0,0,0,0,0,0,0
HAHAJ9S,1,0,0,0,0,0,0,0
HAHAJAR,1,0,0,0,0,0,0,0
HAHAJD4,1,0,0,0,0,0,0,0
HAHAJDV,1,0,0,0,0,0,0,0
HAHAJGL,1,0,0,0,0,0,0,0
HAHAJIM,1,0,0,0,0,0,0,0
HAHAJLX,1,0,0,0,0,0,0,0
HAHAJMJ,1,0,0,0,0,0,0,0
HAHAJNL,1,0,0,0,0,0,0,0
HAHAJQI,1,0,0,0,0,0,0,0
HAHAJS5,1,0,0,0,0,0,0,0
HAHAJSP,1,0,0,0,0,0,0,0
HAHAJU7,1,0,0,0,0,0,0,0
HAHAJUN,1,0,0,0,0,0,0,0
HAHAJVJ,1,0,0,0,0,0,0,0
HAHAK6F,1,0,0,0,0,0,0,0
HAHAK6R,1,0,0,0,0,0,0,0
HAHAKAE,1,0,0,0,0,0,0,0
HAHAKBZ,1,0,0,0,0,0,0,0
HAHAKFH,1,0,0,0,0,0,0,0
HAHAKGO,1,0,0,0,0,0,0,0
HAHAKHR,1,0,0,0,0,0,0,0
HAHAKHT,1,0,0,0,0,0,0,0
HAHAKIE,1,0,0,0,0,0,0,0
HAHAKMG,1,0,0,0,0,0,0,0
HAHAKMZ,1,0,0,0,0,0,0,0
HAHAKQR,1,0,0,0,0,0,0,0
HAHAKQU,1,0,0,0,0,0,0,0
HAHAKR9,1,0,0,0,0,0,0,0
HAHAKTV,1,0,0,0,0,0,0,0
HAHAKVL,1,0,0,0,0,0,0,0
HAHAKVR,1,0,0,0,0,0,0,0
HAHAL5B,1,0,0,0,0,0,0,0
HAHAL6V,1,0,0,0,0,0,0,0
HAHALGY,1,0,0,0,0,0,0,0
HAHALHQ,1,0,0,0,0,0,0,0
HAHALI4,1,0,0,0,0,0,0,0
HAHANE,1,0,0,0,0,0,0,0
HAHAZK,1,0,0,0,0,0,0,0
JOKE11G,1,0,0,0,0,0,0,0
JOKE11Q,1,0,0,0,0,0,0,0
JOKE11W,1,0,0,0,0,0,0,0
JOKE16P,1,0,0,0,0,0,0,0
JOKE18M,1,0,0,0,0,0,0,0
JOKE19Y,1,0,0,0,0,0,0,0
JOKE1GM,1,0,0,0,0,0,0,0
JOKE1KD,1,0,0,0,0,0,0,0
JOKE1O4,1,0,0,0,0,0,0,0
JOKE1QD,1,0,0,0,0,0,0,0
JOKE1SB,1,0,0,0,0,0,0,0
JOKE1SP,1,0,0,0,0,0,0,0
JOKE1TF,1,0,0,0,0,0,0,0
JOKE1V2,1,0,0,0,0,0,0,0
JOKE1VA,1,0,0,0,0,0,0,0
JOKE1VL,1,0,0,0,0,0,0,0
JOKE1YT,1,0,0,0,0,0,0,0
JOKE21I,1,0,0,0,0,0,0,0
JOKE28W,1,0,0,0,0,0,0,0
JOKE2A6,1,0,0,0,0,0,0,0
JOKE2EH,1,0,0,0,0,0,0,0
JOKE2GZ,1,0,0,0,0,0,0,0
JOKE2H3,1,0,0,0,0,0,0,0
JOKE2H6,1,0,0,0,0,0,0,0
JOKE2RU,1,0,0,0,0,0,0,0
JOKE2U7,1,0,0,0,0,0,0,0
JOKE2VC,1,0,0,0,0,0,0,0
JOKE34J,1,0,0,0,0,0,0,0
JOKE39M,1,0,0,0,0,0,0,0
JOKE3A7,1,0,0,0,0,0,0,0
JOKE3BG,1,0,0,0,0,0,0,0
JOKE3BJ,1,0,0,0,0,0,0,0
JOKE3D1,1,0,0,0,0,0,0,0
JOKE3DJ,1,0,0,0,0,0,0,0
JOKE3DM,1,0,0,0,0,0,0,0
JOKE3FD,1,0,0,0,0,0,0,0
JOKE3HR,1,0,0,0,0,0,0,0
JOKE3JZ,1,0,0,0,0,0,0,0
JOKE3OU,1,0,0,0,0,0,0,0
JOKE3SI,1,0,0,0,0,0,0,0
JOKE3ZR,1,0,0,0,0,0,0,0
JOKE3ZW,1,0,0,0,0,0,0,0
JOKE44F,1,0,0,0,0,0,0,0
JOKE45R,1,0,0,0,0,0,0,0
JOKE47P,1,0,0,0,0,0,0,0
JOKE47Y,1,0,0,0,0,0,0,0
JOKE48A,1,0,0,0,0,0,0,0
JOKE4A2,1,0,0,0,0,0,0,0
JOKE4EE,1,0,0,0,0,0,0,0
JOKE4FG,1,0,0,0,0,0,0,0
JOKE4GY,1,0,0,0,0,0,0,0
JOKE4JJ,1,0,0,0,0,0,0,0
JOKE4M5,1,0,0,0,0,0,0,0
JOKE4N7,1,0,0,0,0,0,0,0
JOKE4T4,1,0,0,0,0,0,0,0
JOKE4UX,1,0,0,0,0,0,0,0
JOKE4W4,1,0,0,0,0,0,0,0
JOKE4XR,1,0,0,0,0,0,0,0
JOKE527,1,0,0,0,0,0,0,0
JOKE53F,1,0,0,0,0,0,0,0
JOKE56Z,1,0,0,0,0,0,0,0
JOKE59H,1,0,0,0,0,0,0,0
JOKE59O,1,0,0,0,0,0,0,0
JOKE5AY,1,0,0,0,0,0,0,0
JOKE5CF,1,0,0,0,0,0,0,0
JOKE5EY,1,0,0,0,0,0,0,0
JOKE5GM,1,0,0,0,0,0,0,0
JOKE5GW,1,0,0,0,0,0,0,0
JOKE5IF,1,0,0,0,0,0,0,0
JOKE5JZ,1,0,0,0,0,0,0,0
JOKE5LV,1,0,0,0,0,0,0,0
JOKE5MD,1,0,0,0,0,0,0,0
JOKE5QV,1,0,0,0,0,0,0,0
JOKE5UC,1,0,0,0,0,0,0,0
JOKE5WH,1,0,0,0,0,0,0,0
JOKE62W,1,0,0,0,0,0,0,0
JOKE64R,1,0,0,0,0,0,0,0
JOKE6CO,1,0,0,0,0,0,0,0
JOKE6J4,1,0,0,0,0,0,0,0
JOKE6JM,1,0,0,0,0,0,0,0
JOKE6MQ,1,0,0,0,0,0,0,0
JOKE6OE,1,0,0,0,0,0,0,0
JOKE6P8,1,0,0,0,0,0,0,0
JOKE6XP,1,0,0,0,0,0,0,0
JOKE75R,1,0,0,0,0,0,0,0
JOKE79I,1,0,0,0,0,0,0,0
JOKE7I8,1,0,0,0,0,0,0,0
JOKE7K8,1,0,0,0,0,0,0,0
JOKE7OC,1,0,0,0,0,0,0,0
JOKE7OD,1,0,0,0,0,0,0,0
JOKE7QM,1,0,0,0,0,0,0,0
JOKE7T8,1,0,0,0,0,0,0,0
JOKE7XB,1,0,0,0,0,0,0,0
JOKE82Y,1,0,0,0,0,0,0,0
JOKE83W,1,0,0,0,0,0,0,0
JOKE84V,1,0,0,0,0,0,0,0
JOKE851,1,0,0,0,0,0,0,0
JOKE88B,1,0,0,0,0,0,0,0
JOKE88O,1,0,0,0,0,0,0,0
JOKE8AD,1,0,0,0,0,0,0,0
JOKE8AJ,1,0,0,0,0,0,0,0
JOKE8FC,1,0,0,0,0,0,0,0
JOKE8H,1,0,0,0,0,0,0,0
JOKE8QG,1,0,0,0,0,0,0,0
JOKE8VD,1,0,0,0,0,0,0,0
JOKE8ZO,1,0,0,0,0,0,0,0
JOKE958,1,0,0,0,0,0,0,0
JOKE96Y,1,0,0,0,0,0,0,0
JOKE9BC,1,0,0,0,0,0,0,0
JOKE9BE,1,0,0,0,0,0,0,0
JOKE9GN,1,0,0,0,0,0,0,0
JOKE9K4,1,0,0,0,0,0,0,0
JOKE9KG,1,0,0,0,0,0,0,0
JOKE9M8,1,0,0,0,0,0,0,0
JOKE9MP,1,0,0,0,0,0,0,0
JOKE9R7,1,0,0,0,0,0,0,0
JOKE9VO,1,0,0,0,0,0,0,0
JOKE9XX,1,0,0,0,0,0,0,0
JOKEA5S,1,0,0,0,0,0,0,0
JOKEACG,1,0,0,0,0,0,0,0
JOKEAEO,1,0,0,0,0,0,0,0
JOKEAEP,1,0,0,0,0,0,0,0
JOKEALX,1,0,0,0,0,0,0,0
JOKEAO5,1,0,0,0,0,0,0,0
JOKEAWT,1,0,0,0,0,0,0,0
JOKEAYX,1,0,0,0,0,0,0,0
JOKEAYZ,1,0,0,0,0,0,0,0
JOKEB3S,1,0,0,0,0,0,0,0
JOKEB5R,1,0,0,0,0,0,0,0
JOKEB73,1,0,0,0,0,0,0,0
JOKEBI1,1,0,0,0,0,0,0,0
JOKEBIK,1,0,0,0,0,0,0,0
JOKEBLL,1,0,0,0,0,0,0,0
JOKEBMJ,1,0,0,0,0,0,0,0
JOKEBSK,1,0,0,0,0,0,0,0
JOKEBT6,1,0,0,0,0,0,0,0
JOKEBUO,1,0,0,0,0,0,0,0
JOKEBV1,1,0,0,0,0,0,0,0
JOKEBV9,1,0,0,0,0,0,0,0
JOKEBVL,1,0,0,0,0,0,0,0
JOKEBW9,1,0,0,0,0,0,0,0
JOKEBWS,1,0,0,0,0,0,0,0
JOKEC5Y,1,0,0,0,0,0,0,0
JOKEC7M,1,0,0,0,0,0,0,0
JOKEC8D,1,0,0,0,0,0,0,0
JOKEC8H,1,0,0,0,0,0,0,0
JOKEC8O,1,0,0,0,0,0,0,0
JOKECBN,1,0,0,0,0,0,0,0
JOKECBO,1,0,0,0,0,0,0,0
JOKECC6,1,0,0,0,0,0,0,0
JOKECD4,1,0,0,0,0,0,0,0
JOKECG3,1,0,0,0,0,0,0,0
JOKECHG,1,0,0,0,0,0,0,0
JOKECI8,1,0,0,0,0,0,0,0
JOKECIB,1,0,0,0,0,0,0,0
JOKECM4,1,0,0,0,0,0,0,0
JOKECMQ,1,0,0,0,0,0,0,0
JOKECNW,1,0,0,0,0,0,0,0
JOKECPD,1,0,0,0,0,0,0,0
JOKECPI,1,0,0,0,0,0,0,0
JOKECR6,1,0,0,0,0,0,0,0
JOKECWH,1,0,0,0,0,0,0,0
JOKED7V,1,0,0,0,0,0,0,0
JOKEDAE,1,0,0,0,0,0,0,0
JOKEDB4,1,0,0,0,0,0,0,0
JOKEDCK,1,0,0,0,0,0,0,0
JOKEDCV,1,0,0,0,0,0,0,0
JOKEDET,1,0,0,0,0,0,0,0
JOKEDGB,1,0,0,0,0,0,0,0
JOKEDLO,1,0,0,0,0,0,0,0
JOKEDRG,1,0,0,0,0,0,0,0
JOKEDSW,1,0,0,0,0,0,0,0
JOKEDTN,1,0,0,0,0,0,0,0
JOKEDWI,1,0,0,0,0,0,0,0
JOKEE22,1,0,0,0,0,0,0,0
JOKEE3S,1,0,0,0,0,0,0,0
JOKEE4N,1,0,0,0,0,0,0,0
JOKEE6,1,0,0,0,0,0,0,0
JOKEE7B,1,0,0,0,0,0,0,0
JOKEEAY,1,0,0,0,0,0,0,0
JOKEEFY,1,0,0,0,0,0,0,0
JOKEEI8,1,0,0,0,0,0,0,0
JOKEEIN,1,0,0,0,0,0,0,0
JOKEEJN,1,0,0,0,0,0,0,0
JOKEEL9,1,0,0,0,0,0,0,0
JOKEEOQ,1,0,0,0,0,0,0,0
JOKEEP,1,0,0,0,0,0,0,0
JOKEEQT,1,0,0,0,0,0,0,0
JOKEEZS,1,0,0,0,0,0,0,0
JOKEF19,1,0,0,0,0,0,0,0
JOKEF5K,1,0,0,0,0,0,0,0
JOKEFBP,1,0,0,0,0,0,0,0
JOKEFFS,1,0,0,0,0,0,0,0
JOKEFG9,1,0,0,0,0,0,0,0
JOKEFGY,1,0,0,0,0,0,0,0
JOKEFOP,1,0,0,0,0,0,0,0
JOKEFPZ,1,0,0,0,0,0,0,0
JOKEFSK,1,0,0,0,0,0,0,0
JOKEFTW,1,0,0,0,0,0,0,0
JOKEFWP,1,0,0,0,0,0,0,0
JOKEFYS,1,0,0,0,0,0,0,0
JOKEG1X,1,0,0,0,0,0,0,0
JOKEG5Z,1,0,0,0,0,0,0,0
JOKEG8E,1,0,0,0,0,0,0,0
JOKEGAE,1,0,0,0,0,0,0,0
JOKEGAT,1,0,0,0,0,0,0,0
JOKEGBB,1,0,0,0,0,0,0,0
JOKEGCR,1,0,0,0,0,0,0,0
JOKEGEN,1,0,0,0,0,0,0,0
JOKEGEX,1,0,0,0,0,0,0,0
JOKEGGW,1,0,0,0,0,0,0,0
JOKEGJX,1,0,0,0,0,0,0,0
JOKEGMW,1,0,0,0,0,0,0,0
JOKEGPH,1,0,0,0,0,0,0,0
JOKEGQN,1,0,0,0,0,0,0,0
JOKEGRL,1,0,0,0,0,0,0,0
JOKEGUR,1,0,0,0,0,0,0,0
JOKEGVH,1,0,0,0,0,0,0,0
JOKEGVJ,1,0,0,0,0,0,0,0
JOKEGYY,1,0,0,0,0,0,0,0
JOKEGZP,1,0,0,0,0,0,0,0
JOKEH93,1,0,0,0,0,0,0,0
JOKEH9Q,1,0,0,0,0,0,0,0
JOKEHD4,1,0,0,0,0,0,0,0
JOKEHGF,1,0,0,0,0,0,0,0
JOKEHI3,1,0,0,0,0,0,0,0
JOKEHKA,1,0,0,0,0,0,0,0
JOKEHL1,1,0,0,0,0,0,0,0
JOKEHN6,1,0,0,0,0,0,0,0
JOKEHOF,1,0,0,0,0,0,0,0
JOKEHQ5,1,0,0,0,0,0,0,0
JOKEHQG,1,0,0,0,0,0,0,0
JOKEHQO,1,0,0,0,0,0,0,0
JOKEHTH,1,0,0,0,0,0,0,0
JOKEHVQ,1,0,0,0,0,0,0,0
JOKEHXB,1,0,0,0,0,0,0,0
JOKEHXV,1,0,0,0,0,0,0,0
JOKEHZ6,1,0,0,0,0,0,0,0
JOKEI2V,1,0,0,0,0,0,0,0
JOKEI3E,1,0,0,0,0,0,0,0
JOKEI44,1,0,0,0,0,0,0,0
JOKEI7P,1,0,0,0,0,0,0,0
JOKEIBT,1,0,0,0,0,0,0,0
JOKEIIA,1,0,0,0,0,0,0,0
JOKEILG,1,0,0,0,0,0,0,0
JOKEIM9,1,0,0,0,0,0,0,0
JOKEIQJ,1,0,0,0,0,0,0,0
JOKEIQP,1,0,0,0,0,0,0,0
JOKEISW,1,0,0,0,0,0,0,0
JOKEIT7,1,0,0,0,0,0,0,0
JOKEIUL,1,0,0,0,0,0,0,0
JOKEIV5,1,0,0,0,0,0,0,0
JOKEIW4,1,0,0,0,0,0,0,0
JOKEJ1K,1,0,0,0,0,0,0,0
JOKEJ91,1,0,0,0,0,0,0,0
JOKEJAT,1,0,0,0,0,0,0,0
JOKEJBN,1,0,0,0,0,0,0,0
JOKEJDT,1,0,0,0,0,0,0,0
JOKEJGD,1,0,0,0,0,0,0,0
JOKEJIM,1,0,0,0,0,0,0,0
JOKEJKW,1,0,0,0,0,0,0,0
JOKEJVH,1,0,0,0,0,0,0,0
JOKEJY2,1,0,0,0,0,0,0,0
JOKEJYN,1,0,0,0,0,0,0,0
JOKEK4L,1,0,0,0,0,0,0,0
JOKEKB,1,0,0,0,0,0,0,0
JOKEO8,1,0,0,0,0,0,0,0
JOKEY6,1,0,0,0,0,0,0,0
JOKEYE,1,0,0,0,0,0,0,0
JOKEYO,1,0,0,0,0,0,0,0
LMAO114W,1,0,0,0,0,0,0,0
LMAO116Q,1,0,0,0,0,0,0,0
LMAO11AC,1,0,0,0,0,0,0,0
LMAO11AY,1,0,0,0,0,0,0,0
LMAO11BF,1,0,0,0,0,0,0,0
LMAO11E2,1,0,0,0,0,0,0,0
LMAO11G2,1,0,0,0,0,0,0,0
LMAO11NK,1,0,0,0,0,0,0,0
LMAO11OV,1,0,0,0,0,0,0,0
LMAO11PP,1,0,0,0,0,0,0,0
LMAO11ST,1,0,0,0,0,0,0,0
LMAO11SU,1,0,0,0,0,0,0,0
LMAO11VP,1,0,0,0,0,0,0,0
LMAO11VV,1,0,0,0,0,0,0,0
LMAO1223,1,0,0,0,0,0,0,0
LMAO124G,1,0,0,0,0,0,0,0
LMAO124Q,1,0,0,0,0,0,0,0
LMAO127V,1,0,0,0,0,0,0,0
LMAO128T,1,0,0,0,0,0,0,0
LMAO12C2,1,0,0,0,0,0,0,0
LMAO12C5,1,0,0,0,0,0,0,0
LMAO12D6,1,0,0,0,0,0,0,0
LMAO12DK,1,0,0,0,0,0,0,0
LMAO12J9,1,0,0,0,0,0,0,0
LMAO12KB,1,0,0,0,0,0,0,0
LMAO12LX,1,0,0,0,0,0,0,0
LMAO12MQ,1,0,0,0,0,0,0,0
LMAO12O7,1,0,0,0,0,0,0,0
LMAO12OE,1,0,0,0,0,0,0,0
LMAO12TT,1,0,0,0,0,0,0,0
LMAO12UG,1,0,0,0,0,0,0,0
LMAO12WH,1,0,0,0,0,0,0,0
LMAO12ZW,1,0,0,0,0,0,0,0
LMAO133C,1,0,0,0,0,0,0,0
LMAO1381,1,0,0,0,0,0,0,0
LMAO13AE,1,0,0,0,0,0,0,0
LMAO13C3,1,0,0,0,0,0,0,0
LMAO13DM,1,0,0,0,0,0,0,0
LMAO13ET,1,0,0,0,0,0,0,0
LMAO13GA,1,0,0,0,0,0,0,0
LMAO13IG,1,0,0,0,0,0,0,0
LMAO13Q,1,0,0,0,0,0,0,0
LMAO13QJ,1,0,0,0,0,0,0,0
LMAO13RV,1,0,0,0,0,0,0,0
LMAO13UW,1,0,0,0,0,0,0,0
LMAO13Z8,1,0,0,0,0,0,0,0
LMAO13ZR,1,0,0,0,0,0,0,0
LMAO143B,1,0,0,0,0,0,0,0
LMAO145W,1,0,0,0,0,0,0,0
LMAO14EB,1,0,0,0,0,0,0,0
LMAO14EX,1,0,0,0,0,0,0,0
LMAO14HC,1,0,0,0,0,0,0,0
LMAO14HJ,1,0,0,0,0,0,0,0
LMAO14NS,1,0,0,0,0,0,0,0
LMAO14PG,1,0,0,0,0,0,0,0
LMAO14QW,1,0,0,0,0,0,0,0
LMAO14RB,1,0,0,0,0,0,0,0
LMAO14SX,1,0,0,0,0,0,0,0
LMAO14UY,1,0,0,0,0,0,0,0
LMAO14YR,1,0,0,0,0,0,0,0
LMAO14ZA,1,0,0,0,0,0,0,0
LMAO151I,1,0,0,0,0,0,0,0
LMAO153F,1,0,0,0,0,0,0,0
LMAO153Y,1,0,0,0,0,0,0,0
LMAO1582,1,0,0,0,0,0,0,0
LMAO158A,1,0,0,0,0,0,0,0
LMAO159Y,1,0,0,0,0,0,0,0
LMAO15A6,1,0,0,0,0,0,0,0
LMAO15AQ,1,0,0,0,0,0,0,0
LMAO15BM,1,0,0,0,0,0,0,0
LMAO15D7,1,0,0,0,0,0,0,0
LMAO15E9,1,0,0,0,0,0,0,0
LMAO15GJ,1,0,0,0,0,0,0,0
LMAO15KX,1,0,0,0,0,0,0,0
LMAO15NM,1,0,0,0,0,0,0,0
LMAO15PI,1,0,0,0,0,0,0,0
LMAO15PM,1,0,0,0,0,0,0,0
LMAO15R2,1,0,0,0,0,0,0,0
LMAO15RK,1,0,0,0,0,0,0,0
LMAO15RY,1,0,0,0,0,0,0,0
LMAO15U4,1,0,0,0,0,0,0,0
LMAO15V2,1,0,0,0,0,0,0,0
LMAO161F,1,0,0,0,0,0,0,0
LMAO164G,1,0,0,0,0,0,0,0
LMAO16ID,1,0,0,0,0,0,0,0
LMAO16M1,1,0,0,0,0,0,0,0
LMAO16NV,1,0,0,0,0,0,0,0
LMAO16OL,1,0,0,0,0,0,0,0
LMAO1713,1,0,0,0,0,0,0,0
LMAO172L,1,0,0,0,0,0,0,0
LMAO177L,1,0,0,0,0,0,0,0
LMAO179V,1,0,0,0,0,0,0,0
LMAO17DJ,1,0,0,0,0,0,0,0
LMAO17EY,1,0,0,0,0,0,0,0
LMAO17FD,1,0,0,0,0,0,0,0
LMAO17FW,1,0,0,0,0,0,0,0
LMAO17H3,1,0,0,0,0,0,0,0
LMAO17J2,1,0,0,0,0,0,0,0
LMAO17PH,1,0,0,0,0,0,0,0
LMAO17Q8,1,0,0,0,0,0,0,0
LMAO17RL,1,0,0,0,0,0,0,0
LMAO17TR,1,0,0,0,0,0,0,0
LMAO181L,1,0,0,0,0,0,0,0
LMAO1831,1,0,0,0,0,0,0,0
LMAO186S,1,0,0,0,0,0,0,0
LMAO187H,1,0,0,0,0,0,0,0
LMAO187X,1,0,0,0,0,0,0,0
LMAO189B,1,0,0,0,0,0,0,0
LMAO18BO,1,0,0,0,0,0,0,0
LMAO18DA,1,0,0,0,0,0,0,0
LMAO18LO,1,0,0,0,0,0,0,0
LMAO18QC,1,0,0,0,0,0,0,0
LMAO18U1,1,0,0,0,0,0,0,0
LMAO18WG,1,0,0,0,0,0,0,0
LMAO18ZQ,1,0,0,0,0,0,0,0
LMAO197X,1,0,0,0,0,0,0,0
LMAO199X,1,0,0,0,0,0,0,0
LMAO19AT,1,0,0,0,0,0,0,0
LMAO19BF,1,0,0,0,0,0,0,0
LMAO19DM,1,0,0,0,0,0,0,0
LMAO19FQ,1,0,0,0,0,0,0,0
LMAO19GO,1,0,0,0,0,0,0,0
LMAO19GZ,1,0,0,0,0,0,0,0
LMAO19HP,1,0,0,0,0,0,0,0
LMAO19KX,1,0,0,0,0,0,0,0
LMAO19LG,1,0,0,0,0,0,0,0
LMAO19N,1,0,0,0,0,0,0,0
LMAO19PE,1,0,0,0,0,0,0,0
LMAO19RN,1,0,0,0,0,0,0,0
LMAO19TL,1,0,0,0,0,0,0,0
LMAO19UU,1,0,0,0,0,0,0,0
LMAO19WA,1,0,0,0,0,0,0,0
LMAO1A62,1,0,0,0,0,0,0,0
LMAO1A87,1,0,0,0,0,0,0,0
LMAO1A8I,1,0,0,0,0,0,0,0
LMAO1ABC,1,0,0,0,0,0,0,0
LMAO1AGD,1,0,0,0,0,0,0,0
LMAO1ANE,1,0,0,0,0,0,0,0
LMAO1AOC,1,0,0,0,0,0,0,0
LMAO1AP4,1,0,0,0,0,0,0,0
LMAO1ATA,1,0,0,0,0,0,0,0
LMAO1AUW,1,0,0,0,0,0,0,0
LMAO1AVL,1,0,0,0,0,0,0,0
LMAO1AZB,1,0,0,0,0,0,0,0
LMAO1B58,1,0,0,0,0,0,0,0
LMAO1B5S,1,0,0,0,0,0,0,0
LMAO1BA4,1,0,0,0,0,0,0,0
LMAO1BB,1,0,0,0,0,0,0,0
LMAO1BB4,1,0,0,0,0,0,0,0
LMAO1BBK,1,0,0,0,0,0,0,0
LMAO1BER,1,0,0,0,0,0,0,0
LMAO1BEX,1,0,0,0,0,0,0,0
LMAO1BF8,1,0,0,0,0,0,0,0
LMAO1BFZ,1,0,0,0,0,0,0,0
LMAO1BIA,1,0,0,0,0,0,0,0
LMAO1BNN,1,0,0,0,0,0,0,0
LMAO1BTF,1,0,0,0,0,0,0,0
LMAO1BTN,1,0,0,0,0,0,0,0
LMAO1BV3,1,0,0,0,0,0,0,0
LMAO1BV6,1,0,0,0,0,0,0,0
LMAO1C3A,1,0,0,0,0,0,0,0
LMAO1C4Z,1,0,0,0,0,0,0,0
LMAO1C51,1,0,0,0,0,0,0,0
LMAO1CA9,1,0,0,0,0,0,0,0
LMAO1CBM,1,0,0,0,0,0,0,0
LMAO1CCZ,1,0,0,0,0,0,0,0
LMAO1CDQ,1,0,0,0,0,0,0,0
LMAO1CFK,1,0,0,0,0,0,0,0
LMAO1CGW,1,0,0,0,0,0,0,0
LMAO1CJ5,1,0,0,0,0,0,0,0
LMAO1CKP,1,0,0,0,0,0,0,0
LMAO1CKR,1,0,0,0,0,0,0,0
LMAO1CM3,1,0,0,0,0,0,0,0
LMAO1CP1,1,0,0,0,0,0,0,0
LMAO1CQW,1,0,0,0,0,0,0,0
LMAO1CTA,1,0,0,0,0,0,0,0
LMAO1CW9,1,0,0,0,0,0,0,0
LMAO1CWP,1,0,0,0,0,0,0,0
LMAO1D4I,1,0,0,0,0,0,0,0
LMAO1D4J,1,0,0,0,0,0,0,0
LMAO1D6O,1,0,0,0,0,0,0,0
LMAO1D8U,1,0,0,0,0,0,0,0
LMAO1D95,1,0,0,0,0,0,0,0
LMAO1D99,1,0,0,0,0,0,0,0
LMAO1DBN,1,0,0,0,0,0,0,0
LMAO1DCQ,1,0,0,0,0,0,0,0
LMAO1DEU,1,0,0,0,0,0,0,0
LMAO1DFT,1,0,0,0,0,0,0,0
LMAO1DKA,1,0,0,0,0,0,0,0
LMAO1DKD,1,0,0,0,0,0,0,0
LMAO1DL2,1,0,0,0,0,0,0,0
LMAO1DLH,1,0,0,0,0,0,0,0
